TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
,12214,Brandon,Heath,Brandon Heath,PG,32.0,36.0,11.39,,3.28,11
,201195,Herbert,Hill,Herbert Hill,C,30.5,34.0,12.31,,3.39,15
,201143,Al,Horford,Al Horford,PF,31.0,35.5,12.15,,3.37,20
,12215,Quinton,Hosley,Quinton Hosley,SF-SG,28.5,34.0,12.47,,3.32,12
,12216,James,Hughes,James Hughes,C,31.0,33.0,13.31,,3.37,8
,12217,Jeremy,Hunt,Jeremy Hunt,SG,30.5,33.0,12.11,,3.29,10
,12218,Ekene,Ibekwe,Ekene Ibekwe,PF,34.5,39.0,11.0,,3.28,10
,12219,Dominic,James,Dominic James,PG,33.5,38.5,10.94,,3.11,14
,201234,Trey,Johnson,Trey Johnson,SG,26.5,35.0,11.78,,3.31,18
,12220,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,25.0,30.0,12.18,,3.29,20
,201185,Jared,Jordan,Jared Jordan,PG,24.5,28.5,11.02,,3.39,6
,201207,Coby,Karl,Coby Karl,SG-PG,32.0,34.5,11.57,,3.41,9
,12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,25.5,30.0,11.19,,3.42,19
,201171,Carl,Landry,Carl Landry,PF,31.5,36.5,11.35,,3.29,21
,201186,Stephane,Lasme,Stephane Lasme,PF,29.5,36.0,11.73,,3.22,17
,201151,Acie,Law,Acie Law,PG,29.0,34.0,11.0,,3.22,8
,12222,Marko,Lekic,Marko Lekic,C,24.0,30.5,11.96,,3.43,19
,12223,Ron,Lewis,Ron Lewis,SG,33.0,38.0,11.59,,3.22,16
,201858,Cartier,Martin,Cartier Martin,SF,27.0,29.5,12.1,,3.43,11
,201187,Dominic,McGuire,Dominic McGuire,SF,28.5,34.5,10.95,,3.25,12
,201177,Josh,McRoberts,Josh McRoberts,PF,27.5,31.5,11.7,,3.47,12
,201197,Sammy,Mejia,Sammy Mejia,SG,27.0,31.5,11.87,,3.49,7
,12224,Brad,Newley,Brad Newley,SG,29.5,31.5,11.77,,3.29,3
,201193,Demetris,Nichols,Demetris Nichols,SF,28.5,32.5,10.39,,3.38,16
,201149,Joakim,Noah,Joakim Noah,PF,32.5,37.5,11.79,,3.47,12
,201141,Greg,Oden,Greg Oden,C,32.0,34.0,11.67,,3.27,
,12225,Ivan,Radenovic,Ivan Radenovic,PF,23.0,28.0,11.61,,3.6,7
,12226,JR,Reynolds,JR Reynolds,PG,27.5,34.5,11.69,,3.24,15
,201181,Chris,Richard,Chris Richard,PF,26.5,30.5,11.39,,3.29,15
,12227,Dustin,Salisbery,Dustin Salisbery,SG,34.0,38.0,11.07,,3.12,11
,12228,Blake,Schilb,Blake Schilb,SG,26.5,33.5,11.63,,3.36,11
,12229,Renaldas,Seibutis,Renaldas Seibutis,SG,24.0,32.5,11.33,,3.39,1
,201196,Ramon,Sessions,Ramon Sessions,PG,29.5,33.5,11.65,,3.27,8
,201203,Mustafa,Shakur,Mustafa Shakur,PG,28.5,35.0,11.82,,3.27,11
,201160,Jason,Smith,Jason Smith,PF,33.5,37.5,10.96,,3.29,15
,201199,DJ,Strawberry,DJ Strawberry,SG,28.5,35.0,10.87,,3.14,21
,201155,Rodney,Stuckey,Rodney Stuckey,SG-PG,30.5,35.0,11.34,,3.11,14
,12230,Curtis,Sumpter,Curtis Sumpter,SF,27.5,32.5,11.3,,3.22,12
,201180,Yue,Sun,Yue Sun,SF,29.0,34.0,10.68,,3.45,9
,201249,Jamaal,Tatum,Jamaal Tatum,PG,28.5,33.0,11.51,,3.22,7
,12232,Reyshawn,Terry,Reyshawn Terry,SF,31.0,37.5,11.76,,3.26,18
,201154,Al,Thornton,Al Thornton,SF,35.0,41.0,11.96,,3.16,9
,201229,Anthony,Tolliver,Anthony Tolliver,PF,28.5,30.0,11.49,,3.29,21
,12233,Ali,Traore,Ali Traore,C-PF,25.0,29.0,12.16,,3.52,11
,12234,Kyle,Visser,Kyle Visser,C,26.0,29.0,12.6,,3.39,18
,201208,Darryl,Watkins,Darryl Watkins,C,26.5,31.0,11.65,,3.56,14
,12235,Major,Wingate,Major Wingate,C,27.5,30.5,12.14,,3.47,15
,12236,DaShaun,Wood,DaShaun Wood,PG,31.5,34.5,11.4,,3.23,13
,201148,Brandan,Wright,Brandan Wright,PF,30.5,35.5,11.76,,3.31,2
,201153,Julian,Wright,Julian Wright,SF-PF,28.5,33.5,11.48,,3.36,2
,12237,Avis,Wyatt,Avis Wyatt,PF,27.5,32.0,11.46,,3.23,12
,201146,Jianlian,Yi,Jianlian Yi,,,,,,,
,201156,Nick,Young,Nick Young,SG-SF,39.5,40.5,11.0,,3.25,6
,201152,Thaddeus,Young,Thaddeus Young,SF,34.5,37.0,11.06,,3.19,13
