TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
,101159,Dijon,Thompson,Dijon Thompson,SF-SG,,,,,,
,101142,Ronny,Turiaf,Ronny Turiaf,PF,30.5,33.0,11.5,,3.23,15
,101111,Charlie,Villanueva,Charlie Villanueva,PF-SF,26.0,31.0,10.86,,3.3,11
,101124,Hakim,Warrick,Hakim Warrick,PF-SF,33.0,38.0,,,3.22,11
,101110,Martell,Webster,Martell Webster,SF,28.0,30.5,11.39,,3.39,7
,101156,Robert,Whaley,Robert Whaley,PF-C,28.5,33.5,12.11,,3.25,15
,101114,Deron,Williams,Deron Williams,PG,30.0,35.0,10.83,,3.25,15
,101214,Jawad,Williams,Jawad Williams,SF,28.0,34.0,11.39,,3.23,15
,101107,Marvin,Williams,Marvin Williams,PF-SF,29.5,35.0,11.11,,3.17,12
,101120,Antoine,Wright,Antoine Wright,SF-SG,26.5,29.5,11.45,,3.41,12
,101152,Bracey,Wright,Bracey Wright,SG-PG,30.0,36.0,11.58,,3.27,8
