TEMP_PLAYER_ID,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
,12009,Kelvin,Pena,Kelvin Pena,SG-PG,27.5,32.5,11.5,,3.24,1
,2773,Tim,Pickett,Tim Pickett,PG-SG,,,,,,
,12010,Omar,Quintero,Omar Quintero,PG,25.0,29.0,11.37,,3.25,2
,2762,Peter,Ramos,Peter Ramos,C,24.0,26.5,12.61,,3.6,2
,2876,Jared,Reiner,Jared Reiner,C-PF,22.0,26.0,12.65,,3.56,15
,101160,Lawrence,Roberts,Lawrence Roberts,PF,27.5,33.0,12.52,,3.3,18
,2774,Bernard,Robinson,Bernard Robinson,SG-SF,28.5,34.5,10.91,,3.17,14
,101126,Nate,Robinson,Nate Robinson,PG,35.5,43.5,10.75,,2.96,13
,12011,Aerick,Sanders,Aerick Sanders,PF,24.5,30.5,11.98,,3.37,9
,2781,Romain,Sato,Romain Sato,SG,31.5,35.5,11.27,,3.18,8
,12012,Blagota,Sekulic,Blagota Sekulic,SF-PF,23.5,31.5,10.93,,3.39,8
,2746,Josh,Smith,Josh Smith,SG-SF,32.5,39.5,11.43,,3.24,12
,2747,J.R.,Smith,J.R. Smith,SG-SF,29.0,35.5,10.93,,3.21,5
,2745,Kirk,Snyder,Kirk Snyder,SG-SF,30.0,35.0,10.79,,3.13,19
,2776,Pape,Sow,Pape Sow,PF-C,28.0,31.5,12.13,,3.27,18
,12014,Tiago,Splitter,Tiago Splitter,C-PF,26.0,31.5,11.65,,3.38,8
,12015,Blake,Stepp,Blake Stepp,PG,,,,,,
,12016,Tom,Timmerrmans,Tom Timmerrmans,PF-C,23.0,26.5,13.13,,3.63,15
,12296,Marko,Tomas,Marko Tomas,SG-PG,32.0,31.5,11.8,,3.23,
,2757,Beno,Udrih,Beno Udrih,PG,,,,,,2
,2761,Jackson,Vroman,Jackson Vroman,PF-C,29.5,33.5,10.75,,3.25,12
,2753,Delonte,West,Delonte West,PG-SG,30.0,35.0,11.2,,3.15,12
,2863,Damien,Wilkins,Damien Wilkins,SG-SF,26.5,31.0,11.92,,3.15,15
,12292,Mike,Williams,Mike Williams,SF,23.5,27.5,11.59,,3.42,
,12293,Nate,Williams,Nate Williams,PF-SF,23.5,26.0,12.6,,3.35,1
,12294,Rashad,Wright,Rashad Wright,PG,28.5,32.5,11.15,,3.28,10
