Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
39,39,WAS,Juan Carlos Navarro,,1,82,2117,896,210,177,.402,.361,.849,25.8,10.9,2.6,2.2,1.4,.031,-2.3,-0.1
40,40,LAC,Mario Kasun,,2,73,569,198,188,11,.467,.000,.636,7.8,2.7,2.6,0.2,0.8,.069,-5.9,-0.6
41,41,MIL,Ronald Murray,Shaw University,8,487,11077,4817,1006,1096,.414,.304,.725,22.7,9.9,2.1,2.3,8.5,.037,-2.9,-2.6
42,42,POR,Jason Jennings,Arkansas State University,,,,,,,,,,,,,,,,,
43,43,CHI,Lonny Baxter,University of Maryland,4,162,1884,637,477,40,.466,.200,.657,11.6,3.9,2.9,0.2,2.9,.075,-5.1,-1.5
44,44,PHI,Sam Clancy,University of Southern California,,,,,,,,,,,,,,,,,
45,45,MEM,Matt Barnes,University of California Los Angeles,13,855,20190,7062,3897,1496,.440,.335,.742,23.6,8.3,4.6,1.7,40.8,.097,1.1,16.1
46,46,UTA,Jamal Sampson,University of California,5,72,631,142,242,26,.491,.000,.537,8.8,2.0,3.4,0.4,1.4,.106,-2.1,0.0
47,47,MIL,Chris Owens,University of Texas at Austin,1,1,6,4,1,0,.667,,,6.0,4.0,1.0,0.0,0.0,-.032,-10.7,0.0
48,48,SEA,Peter Fehse,,,,,,,,,,,,,,,,,,
49,49,BOS,Darius Songaila,Wake Forest University,8,495,9229,3415,1689,589,.499,.158,.844,18.6,6.9,3.4,1.2,15.9,.083,-1.7,0.7
50,50,POR,Federico Kammerichs,,,,,,,,,,,,,,,,,,
51,51,MIN,Marcus Taylor,Michigan State University,,,,,,,,,,,,,,,,,
52,52,MIA,Rasual Butler,La Salle University,13,809,17219,6092,1934,658,.403,.362,.747,21.3,7.5,2.4,0.8,20.8,.058,-2.1,-0.4
53,53,NJN,Tamar Slay,Marshall University,3,66,517,173,70,31,.361,.265,.538,7.8,2.6,1.1,0.5,-0.3,-.029,-6.0,-0.5
54,54,DAL,Mladen Sekularac,,,,,,,,,,,,,,,,,,
55,55,SAS,Luis Scola,,9,707,18540,8698,4802,1157,.493,.339,.742,26.2,12.3,6.8,1.6,44.9,.116,-0.5,7.2
56,56,SAS,Randy Holcomb,San Diego State University,1,4,11,2,1,0,1.000,,,2.8,0.5,0.3,0.0,0.0,.150,-1.8,0.0
57,57,SAC,Corsley Edwards,Central Connecticut State University,1,10,110,27,25,3,.323,,.583,11.0,2.7,2.5,0.3,0.1,.026,-5.2,-0.1
