Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
24,24,CLE,Tyus Jones,Duke University,1,37,573,156,47,108,.359,.302,.718,15.5,4.2,1.3,2.9,0.3,.027,-3.7,-0.3
25,25,MEM,Jarell Martin,Louisiana State University,1,27,380,153,86,15,.466,.000,.726,14.1,5.7,3.2,0.6,0.8,.100,-3.2,-0.1
26,26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,
27,27,LAL,Larry Nance Jr.,University of Wyoming,1,63,1266,349,312,44,.527,.100,.681,20.1,5.5,5.0,0.7,2.2,.083,-1.4,0.2
28,28,BOS,R.J. Hunter,Georgia State University,1,36,315,97,37,13,.367,.302,.857,8.8,2.7,1.0,0.4,0.3,.045,-3.5,-0.1
29,29,BRK,Chris McCullough,Syracuse University,1,24,362,112,68,9,.404,.382,.478,15.1,4.7,2.8,0.4,0.3,.043,-1.0,0.1
30,30,GSW,Kevon Looney,University of California Los Angeles,1,5,21,9,10,0,.571,.500,,4.2,1.8,2.0,0.0,0.1,.192,-9.5,0.0
31,31,MIN,Cedi Osman,,,,,,,,,,,,,,,,,,
32,32,HOU,Montrezl Harrell,University of Louisville,1,39,379,140,65,17,.644,.000,.522,9.7,3.6,1.7,0.4,0.9,.118,-1.9,0.0
33,33,BOS,Jordan Mickey,Louisiana State University,1,16,57,21,13,1,.364,,.500,3.6,1.3,0.8,0.1,0.1,.068,-3.2,0.0
34,34,LAL,Anthony Brown,Stanford University,1,29,599,115,70,19,.310,.286,.850,20.7,4.0,2.4,0.7,-0.3,-.024,-5.0,-0.5
35,35,PHI,Willy Hernangomez,,,,,,,,,,,,,,,,,,
36,36,MIN,Rakeem Christmas,Syracuse University,1,1,6,4,1,0,1.000,,,6.0,4.0,1.0,0.0,0.0,.343,3.2,0.0
37,37,PHI,Richaun Holmes,Bowling Green State University,1,51,702,287,135,33,.514,.182,.689,13.8,5.6,2.6,0.6,1.5,.103,-0.9,0.2
38,38,DET,Darrun Hilliard,Villanova University,1,38,383,152,45,27,.397,.380,.725,10.1,4.0,1.2,0.7,0.5,.066,-3.6,-0.2
39,39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,
40,40,MIA,Josh Richardson,University of Tennessee,1,52,1107,341,107,73,.452,.461,.667,21.3,6.6,2.1,1.4,2.5,.109,0.6,0.7
41,41,BRK,Pat Connaughton,University of Notre Dame,1,34,143,36,32,10,.265,.238,1.000,4.2,1.1,0.9,0.3,-0.2,-.076,-8.2,-0.2
42,42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,
43,43,IND,Joseph Young,University of Oregon,1,41,384,154,50,65,.367,.217,.800,9.4,3.8,1.2,1.6,-0.1,-.009,-5.4,-0.3
44,44,PHO,Andrew Harrison,University of Kentucky,,,,,,,,,,,,,,,,,
45,45,BOS,Marcus Thornton,College of William &amp; Mary,,,,,,,,,,,,,,,,,
46,46,MIL,Norman Powell,University of California Los Angeles,1,49,725,273,111,47,.424,.404,.811,14.8,5.6,2.3,1.0,1.6,.105,-0.4,0.3
47,47,PHI,Arturas Gudaitis,,,,,,,,,,,,,,,,,,
48,48,OKC,Dakari Johnson,University of Kentucky,,,,,,,,,,,,,,,,,
49,49,WAS,Aaron White,University of Iowa,,,,,,,,,,,,,,,,,
50,50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,
51,51,ORL,Tyler Harvey,Eastern Washington University,,,,,,,,,,,,,,,,,
52,52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,
53,53,CLE,Sir'Dominic Pointer,St. John's University,,,,,,,,,,,,,,,,,
54,54,UTA,Dani Diez,,,,,,,,,,,,,,,,,,
55,55,SAS,Cady Lalanne,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,
56,56,NOP,Branden Dawson,Michigan State University,1,6,29,5,4,0,.400,,1.000,4.8,0.8,0.7,0.0,0.0,.069,-6.6,0.0
57,57,DEN,Nikola Radicevic,,,,,,,,,,,,,,,,,,
58,58,PHI,J.P. Tokoto,University of North Carolina,,,,,,,,,,,,,,,,,
59,59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,
60,60,PHI,Luka Mitrovic,,,,,,,,,,,,,,,,,,
