Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
36,36,SAC,Ray McCallum,University of Detroit Mercy,3,154,2808,920,306,368,.408,.335,.711,18.2,6.0,2.0,2.4,2.1,.035,-2.8,-0.6
37,37,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,.417,1.000,.579,3.8,1.0,1.2,0.1,0.2,.151,1.3,0.1
38,38,WAS,Nate Wolters,South Dakota State University,2,79,1556,459,183,208,.426,.261,.635,19.7,5.8,2.3,2.6,1.0,.030,-3.9,-0.7
39,39,POR,Jeff Withey,University of Kansas,3,146,1601,505,387,57,.530,.000,.709,11.0,3.5,2.7,0.4,5.0,.149,0.7,1.1
40,40,POR,Grant Jerrett,University of Arizona,1,8,51,16,9,3,.269,.067,1.000,6.4,2.0,1.1,0.4,-0.1,-.128,-8.4,-0.1
41,41,MEM,Jamaal Franklin,San Diego State University,2,24,174,42,25,9,.415,.462,1.000,7.3,1.8,1.0,0.4,0.0,-.006,-5.4,-0.1
42,42,PHI,Pierre Jackson,Baylor University,,,,,,,,,,,,,,,,,
43,43,MIL,Ricky Ledo,Providence College,2,28,277,109,38,21,.336,.371,.769,9.9,3.9,1.4,0.8,-0.6,-.096,-7.8,-0.4
44,44,DAL,Mike Muscala,Bucknell University,3,120,1282,468,288,66,.505,.328,.859,10.7,3.9,2.4,0.6,3.7,.137,-0.6,0.5
45,45,POR,Marko Todorovic,,,,,,,,,,,,,,,,,,
46,46,UTA,Erick Green,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,.377,.288,.857,8.7,3.1,0.7,0.8,0.1,.011,-5.1,-0.3
47,47,ATL,Raul Neto,,1,81,1499,476,120,174,.431,.395,.743,18.5,5.9,1.5,2.1,1.8,.058,-2.3,-0.1
48,48,LAL,Ryan Kelly,Duke University,3,147,3015,956,486,207,.381,.313,.796,20.5,6.5,3.3,1.4,3.0,.047,-2.2,-0.1
49,49,CHI,Erik Murphy,University of Florida,1,24,62,6,8,2,.231,.000,,2.6,0.3,0.3,0.1,-0.1,-.055,-8.1,-0.1
50,50,ATL,James Ennis,California State University Long Beach,2,84,1380,471,218,69,.431,.373,.813,16.4,5.6,2.6,0.8,2.8,.099,-0.6,0.5
51,51,ORL,Romero Osby,University of Oklahoma,,,,,,,,,,,,,,,,,
52,52,MIN,Lorenzo Brown,North Carolina State University,3,63,834,206,105,142,.369,.152,.667,13.2,3.3,1.7,2.3,-0.2,-.013,-4.2,-0.5
53,53,IND,Colton Iverson,Colorado State University,,,,,,,,,,,,,,,,,
54,54,WAS,Arsalan Kazemi,University of Oregon,,,,,,,,,,,,,,,,,
55,55,MEM,Joffrey Lauvergne,,2,83,1309,558,367,69,.493,.232,.825,15.8,6.7,4.4,0.8,2.3,.086,-2.6,-0.2
56,56,DET,Peyton Siva,University of Louisville,1,24,224,54,14,34,.316,.280,.733,9.3,2.3,0.6,1.4,-0.2,-.032,-7.3,-0.3
57,57,PHO,Alex Oriakhi,University of Missouri,,,,,,,,,,,,,,,,,
58,58,SAS,Deshaun Thomas,Ohio State University,,,,,,,,,,,,,,,,,
59,59,MIN,Bojan Dubljevic,,,,,,,,,,,,,,,,,,
60,60,MEM,Janis Timma,,,,,,,,,,,,,,,,,,
