Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
26,26,MIA,P.J. Hairston,University of North Carolina,2,111,2000,664,266,59,.343,.295,.810,18.0,6.0,2.4,0.5,0.9,.021,-3.9,-1.0
27,27,PHO,Bogdan Bogdanovic,,,,,,,,,,,,,,,,,,
28,28,LAC,C.J. Wilcox,University of Washington,2,44,268,111,19,18,.404,.381,.786,6.1,2.5,0.4,0.4,0.3,.047,-3.8,-0.1
29,29,OKC,Josh Huestis,Stanford University,1,5,55,14,10,0,.417,.667,.000,11.0,2.8,2.0,0.0,0.0,.010,-7.4,-0.1
30,30,SAS,Kyle Anderson,University of California Los Angeles,2,111,1603,424,316,151,.440,.313,.732,14.4,3.8,2.8,1.4,3.8,.113,0.8,1.1
,,,Round 2,Round 2,,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
31,31,MIL,Damien Inglis,,1,20,156,36,31,10,.351,.231,.875,7.8,1.8,1.6,0.5,-0.1,-.024,-6.4,-0.2
32,32,PHI,K.J. McDaniels,Clemson University,2,99,1587,576,242,82,.397,.286,.761,16.0,5.8,2.4,0.8,0.8,.024,-3.0,-0.4
33,33,CLE,Joe Harris,University of Virginia,2,56,508,139,44,28,.395,.364,.600,9.1,2.5,0.8,0.5,0.2,.017,-4.6,-0.3
34,34,NYK,Cleanthony Early,Wichita State University,2,56,801,241,123,42,.346,.263,.750,14.3,4.3,2.2,0.8,-0.6,-.039,-5.7,-0.8
35,35,UTA,Jarnell Stokes,University of Tennessee,2,26,144,64,38,5,.571,,.533,5.5,2.5,1.5,0.2,0.6,.189,0.3,0.1
36,36,MIL,Johnny O'Bryant III,Louisiana State University,2,100,1225,300,240,49,.395,1.000,.582,12.3,3.0,2.4,0.5,-0.2,-.009,-6.9,-1.5
37,37,TOR,DeAndre Daniels,University of Connecticut,,,,,,,,,,,,,,,,,
38,38,DET,Spencer Dinwiddie,University of Colorado,2,46,614,203,65,126,.314,.173,.746,13.3,4.4,1.4,2.7,0.2,.014,-4.4,-0.4
39,39,PHI,Jerami Grant,Syracuse University,2,142,3443,1160,559,214,.394,.278,.633,24.2,8.2,3.9,1.5,2.7,.037,-2.1,-0.1
40,40,MIN,Glenn Robinson III,University of Michigan,2,80,769,244,107,37,.417,.339,.683,9.6,3.1,1.3,0.5,0.9,.056,-4.1,-0.4
41,41,DEN,Nikola Jokic,,1,80,1733,796,560,189,.512,.333,.811,21.7,10.0,7.0,2.4,6.7,.185,4.8,3.0
42,42,HOU,Nick Johnson,University of Arizona,1,28,262,74,39,11,.347,.238,.680,9.4,2.6,1.4,0.4,-0.1,-.020,-7.3,-0.3
43,43,ATL,Walter Tavares,,1,11,73,25,21,3,.579,,.375,6.6,2.3,1.9,0.3,0.2,.106,-2.3,0.0
44,44,MIN,Markel Brown,Oklahoma State University,2,109,1763,579,229,130,.382,.297,.781,16.2,5.3,2.1,1.2,1.1,.031,-2.7,-0.3
45,45,CHH,Dwight Powell,Stanford University,2,98,1228,489,323,53,.488,.185,.743,12.5,5.0,3.3,0.5,3.7,.145,-0.4,0.5
46,46,WAS,Jordan Clarkson,University of Missouri,2,138,4028,1928,504,398,.438,.338,.815,29.2,14.0,3.7,2.9,4.5,.054,-1.0,1.0
47,47,PHI,Russ Smith,University of Louisville,2,27,131,53,15,19,.319,.188,.769,4.9,2.0,0.6,0.7,-0.2,-.068,-6.4,-0.1
48,48,MIL,Lamar Patterson,University of Pittsburgh,1,35,395,84,50,39,.350,.245,.727,11.3,2.4,1.4,1.1,0.2,.025,-4.9,-0.3
49,49,CHI,Cameron Bairstow,University of New Mexico,2,36,167,44,36,7,.296,.200,.846,4.6,1.2,1.0,0.2,-0.1,-.021,-7.7,-0.2
50,50,PHO,Alec Brown,University of Wisconsin-Green Bay,,,,,,,,,,,,,,,,,
51,51,NYK,Thanasis Antetokounmpo,,1,2,6,6,1,0,.750,.000,,3.0,3.0,0.5,0.0,0.0,.291,-4.1,0.0
52,52,PHI,Vasilije Micic,,,,,,,,,,,,,,,,,,
53,53,MIN,Alessandro Gentile,,,,,,,,,,,,,,,,,,
54,54,PHI,Nemanja Dangubic,,,,,,,,,,,,,,,,,,
55,55,MIA,Semaj Christon,Xavier University,,,,,,,,,,,,,,,,,
56,56,DEN,Roy Devyn Marble,University of Iowa,2,44,457,97,69,29,.304,.222,.375,10.4,2.2,1.6,0.7,-0.3,-.028,-5.0,-0.3
57,57,IND,Louis Labeyrie,,,,,,,,,,,,,,,,,,
58,58,SAS,Jordan McRae,University of Tennessee,1,22,195,99,20,25,.436,.455,.750,8.9,4.5,0.9,1.1,0.4,.087,-4.3,-0.1
59,59,TOR,Xavier Thames,San Diego State University,,,,,,,,,,,,,,,,,
60,60,SAS,Cory Jefferson,Baylor University,2,58,581,205,161,16,.444,.125,.583,10.0,3.5,2.8,0.3,0.9,.071,-4.6,-0.4
