Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
32,32,WAS,Jermaine Taylor,University of Central Florida,2,65,786,351,108,48,.441,.284,.730,12.1,5.4,1.7,0.7,0.2,.014,-4.6,-0.5
33,33,POR,Dante Cunningham,Villanova University,7,512,10736,3087,1913,371,.469,.269,.653,21.0,6.0,3.7,0.7,17.6,.079,-1.1,2.4
34,34,DEN,Sergio Llull,,,,,,,,,,,,,,,,,,
35,35,DET,DaJuan Summers,Georgetown University,4,83,820,278,82,29,.384,.367,.642,9.9,3.3,1.0,0.3,-0.1,-.008,-6.4,-0.9
36,36,MEM,Sam Young,University of Pittsburgh,4,249,3966,1436,573,180,.442,.280,.742,15.9,5.8,2.3,0.7,5.2,.063,-2.9,-0.9
37,37,SAS,DeJuan Blair,University of Pittsburgh,7,424,7054,2865,2153,349,.524,.000,.608,16.6,6.8,5.1,0.8,19.0,.129,0.4,4.2
38,38,POR,Jon Brockman,University of Washington,3,150,1570,320,472,49,.488,.000,.618,10.5,2.1,3.1,0.3,3.7,.113,-2.1,0.0
39,39,DET,Jonas Jerebko,,6,410,7739,2732,1716,316,.458,.353,.766,18.9,6.7,4.2,0.8,17.0,.105,-0.8,2.4
40,40,CHA,Derrick Brown,Xavier University,3,171,2554,895,413,119,.515,.317,.637,14.9,5.2,2.4,0.7,4.5,.085,-1.6,0.2
41,41,MIL,Jodie Meeks,University of Kentucky,7,418,10149,4123,905,460,.422,.373,.882,24.3,9.9,2.2,1.1,20.8,.098,-0.3,4.4
42,42,LAL,Patrick Beverley,University of Arkansas,4,224,6232,2069,792,699,.412,.373,.763,27.8,9.2,3.5,3.1,14.3,.110,1.7,5.8
43,43,MIA,Marcus Thornton,Louisiana State University,7,450,10724,5531,1272,636,.426,.359,.829,23.8,12.3,2.8,1.4,19.5,.087,-0.7,3.6
44,44,DET,Chase Budinger,University of Arizona,7,407,7998,3198,1240,473,.430,.352,.797,19.7,7.9,3.0,1.2,13.9,.083,-1.4,1.2
45,45,MIN,Nick Calathes,University of Florida,2,129,2011,590,243,353,.441,.288,.581,15.6,4.6,1.9,2.7,2.6,.063,-0.7,0.6
46,46,CLE,Danny Green,University of North Carolina,7,402,9954,3658,1379,637,.428,.403,.819,24.8,9.1,3.4,1.6,27.0,.130,3.5,13.7
47,47,MIN,Henk Norel,,,,,,,,,,,,,,,,,,
48,48,PHO,Taylor Griffin,University of Oklahoma,1,8,32,10,2,1,.400,.000,.500,4.0,1.3,0.3,0.1,0.0,-.039,-7.3,0.0
49,49,ATL,Sergiy Gladyr,,,,,,,,,,,,,,,,,,
50,50,UTA,Goran Suton,Michigan State University,,,,,,,,,,,,,,,,,
51,51,SAS,Jack McClinton,University of Miami,,,,,,,,,,,,,,,,,
52,52,IND,A.J. Price,University of Connecticut,6,261,3929,1523,377,567,.380,.316,.742,15.1,5.8,1.4,2.2,4.7,.058,-2.4,-0.4
53,53,SAS,Nando De Colo,,2,119,1414,453,211,203,.429,.363,.835,11.9,3.8,1.8,1.7,2.4,.081,-0.8,0.4
54,54,CHA,Robert Vaden,University of Alabama at Birmingham,,,,,,,,,,,,,,,,,
55,55,POR,Patrick Mills,Saint Mary's College of California,7,361,5728,2705,533,677,.436,.389,.836,15.9,7.5,1.5,1.9,14.9,.125,0.8,4.0
56,56,DAL,Ahmad Nivins,Saint Joseph's University,,,,,,,,,,,,,,,,,
57,57,PHO,Emir Preldzic,,,,,,,,,,,,,,,,,,
58,58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,.375,.277,.806,10.4,4.7,1.4,1.2,0.2,.016,-2.7,-0.1
59,59,LAL,Chinemelu Elonu,Texas A&amp;M University,,,,,,,,,,,,,,,,,
60,60,MIA,Robert Dozier,University of Memphis,,,,,,,,,,,,,,,,,
